Product code,Category,Ingredient List,Serving Size (g),Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Polyunsaturated Fat (g),Monounsaturated Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrate (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Calcium (mg),Iron (mg),Potassium (mg),image_path
372,Deli_Turkey,"Water, Wheat Gluten, Soybean Oil, Soy Protein Isolate, Soy Sauce (water, Soybeans, Salt, Wheat), Navy Bean Flour, Yeast Extract, Rice Bran, Wheat Starch, Dried Tofu (soybeans, Calcium Sulfate), Black Pepper Carrageenan, Calcium Lactate, Natural Flavor, Sea Salt, Dried Onions, Dried Garlic, Citric Acid, Salt, Natural Smoke Flavor.",52.0,100.0,3.5,0.5,0.0,0.0,0.0,0.0,320.0,5.0,1.0,1.0,0.0,12.0,0.0,90.0,1.0,192.0,images/Deli_Turkey/372.jpg
377,Deli_Turkey,"Water, vital wheat gluten, tofu (water, soybeans, magnesium chloride, calcium chloride), expeller pressed canola oil, wheat protein, white vinegar, contains less than 2% tapioca starch, sea salt, yeast extract, natural flavor, sea salt, organic cane sugar, carrageenan, potato maltodextrin, natural smoke flavor, potassium chloride, konjac, gum acacia. CONTAINS: WHEAT, SOY.",52.0,110.0,4.5,0.0,0.0,0.0,0.0,0.0,340.0,5.0,0.0,1.0,0.0,13.0,0.0,20.0,0.7,90.0,images/Deli_Turkey/377.jpg
421,Deli_Turkey,"Koji Culture, Yeast, Water, Pea Fiber, Natural Flavor, Calcium Carbonate, Konjac Root Flour, less than 2 percent of: Sea Salt, Rice Bran Oil, Onion Powder, Spices, Garlic Powder, Rice, Natural Smoke Flavor, Sesame Oil, Hydrated Lime, Sodium Ascorbate (Vitamin C).",56.0,80.0,2.5,0.0,0.0,0.0,0.0,0.0,400.0,8.0,5.0,1.0,1.0,6.0,0.0,950.0,0.0,204.0,images/Deli_Turkey/421.jpg
464,Deli_Turkey,"Mycoprotein (73%), Rehydrated Free Range Egg White, Wheat Flour (Contains added Calcium, Iron, Niacin & Thiamine), Milk Protein, Natural Flavourings (contain Milk), Dried Onion, Herbs (Sage, Parsley), Preservative: Potassium Sorbate; Yeast, Onion Powder, Pepper, Salt, Raising Agent: Ammonium Carbonate",100.0,128.0,2.3,0.6,0.0,,,0.0,520.0,8.9,4.0,0.6,0.0,16.0,0.0,0.0,0.0,0.0,images/Deli_Turkey/464.jpg
473,Deli_Turkey,"Water, vital wheat gluten, tofu (water, soybeans, magnesium chloride, calcium chloride), soy sauce (water, soybeans, wheat, salt), expeller pressed canola oil, natural flavors, sea salt, contains less than 2% of onion, carrot, celery, garlic, leek, lemon juice concentrate, cornstarch, garbanzo bean flour,",52.0,110.0,3.5,0.0,0.0,0.0,0.0,0.0,370.0,5.0,1.0,0.0,0.0,15.0,0.0,20.0,0.9,100.0,images/Deli_Turkey/473.jpg
534,Deli_Turkey,"Turkey Breast, Water, Modified Cornstarch, Contains Less Than 2% Of Vinegar, Salt, Cultured Dextrose*, Sugar, Sodium Phosphates, Carrageenan, Caramel Color. *Ingredients To Support Quality",56.0,50.0,1.0,0.0,0.0,,,20.0,500.0,2.0,0.0,1.0,,9.0,,0.0,0.36,,images/Deli_Turkey/534.jpg
186,Hot_Dogs,"Water, Refined Coconut Oil, Soy Protein, Natural Flavors, Yeast Extract, Modified Tapioca Starch, Sugar, 2% OR LESS OF: Spices, Salt, Paprika Extract, Methylcellulose, Citrus Fiber, Artificial Flavor",55.0,110.0,5.0,1.5,0.0,,,0.0,510.0,6.0,2.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,
225,Hot_Dogs,"Water, Canola Oil, Pea Protein, Potato Starch, Methylcellulose, Carrageenan, Vital Wheat Gluten, Brown Rice Protein, Vinegar, Faba Bean Protein, Beet Powder (Color), Sea Salt, Natural Flavor, Cane Sugar, Garlic Powder, Harwood Smoked Sugar, Konjac Flour, Potassium Chloride, Onion Powder, Xanthan Gum, Spices (Black Pepper, Nutmeg), Cherry Powder, Paprika",47.0,110.0,7.0,0.0,0.0,,,0.0,310.0,7.0,0.0,0.5,1.0,5.0,0.0,0.0,1.1,89.6,images/Hot_Dogs/225.jpg
229,Hot_Dogs,"Water, pea protein (11%), rapeseed oil, natural flavourings, acidity regulator: buffered vinegar, spice extract, bamboo fibre, stabiliser: methylcellulose, salt, antioxidant: rosemary extract, thickeners: carrageenans, konjac.",100.0,151.0,9.8,0.7,0.0,,,0.0,1600.0,2.5,0.0,0.5,0.0,11.0,0.0,0.0,0.0,0.0,images/Hot_Dogs/229.jpg
246,Hot_Dogs,"Filtered Water, Vital Wheat Gluten, Expeller Pressed Safflower Oil, Yeast Extract (Yeast, Salt, Sugar, Natural Flavor), Organic Expeller Pressed Palm Fruit Oil, Barley Malt Extract, Tomato Paste, Apple Cider Vinegar, Paprika Color, Spices, Sea Salt, Onions, Wheat Flour, Garlic, Natural Smoke Flavor, Celery Seed, Paprika Oleoresin (Color).",76.0,190.0,10.0,5.1,0.0,,,0.0,540.0,7.0,2.9,0.7,1.8,20.0,0.0,0.0,1.7,34.2,
319,Hot_Dogs,"Non-GMO textured soybean protein, Non-GMO soybean protein powder, Non-GMO wheat protein concentrate, white pepper, brown sugar, sea salt, sunflower seed oil, plant based vegan seasoning, pumpkin coloring",100.0,212.0,14.0,2.1,0.0,,,0.0,633.0,6.0,0.0,0.6,0.0,16.0,0.0,0.0,2.0,166.9,images/Hot_Dogs/319.jpg
323,Hot_Dogs,"Water, Soy Protein Isolate, Soybean Oil, Raw Cane Sugar, Salt, Contains 2% Or Less Of: Pea Protein, Tapioca Starch, Yeast Extract, Natural Flavor, Garlic Juice Concentrate, Sunflower Oil, Glutamic Acid, Xanthan Gum, Carrageenan, Garlic Powder, Guar Gum, Hardwood Smoked Sugar, Red Rice Flour (Color), Canola Oil, Oleoresin Paprika (Color)",43.0,60.0,2.0,0.0,0.0,0.0,1.5,0.0,350.0,2.0,0.0,1.0,1.0,8.0,0.0,20.0,1.25,350.0,images/Hot_Dogs/323.jpg
328,Hot_Dogs,"Water, Soy Protein Isolate, Soybean Oil, Raw Cane Sugar, Salt, Contains 2% or Less of: Pea Protein, Tapioca Starch, Yeast Extract, Natural Flavor, Garlic Juice Concentrate, Sunflower Oil, Glutamic Acid, Xanthan Gum, Carrageenan, Garlic Powder, Guar Gum, Hardwood Smoked Sugar, Red Rice Flour (Color), Canola Oil, Oleoresin Paprika (Color).",43.0,60.0,2.0,0.0,0.0,,,0.0,350.0,2.0,0.0,1.0,1.0,8.0,0.0,20.0,1.25,350.0,images/Hot_Dogs/328.jpg
362,Hot_Dogs,"Water, Canola Oil, Carrageenan, Potato Protein Isolate, Pea Starch, Salt, Dextrose, Spirit Vinegar Powder, Pea Protein Isolate, Autolyzed Yeast Extract, Natural Flavor (Yeast Extract, Natural Flavor, Caramelized Sugar, Succinic Acid, Tartaric Acid, Citric Acid), Vegetable Juice Color, Spices, Citrus Fiber, Citric Acid, Methylcellulose, Corn Starch, Smoke Flavoring.",53.0,264.0,22.6,9.9,0.0,0.0,0.0,0.0,1471.7,11.3,1.6,1.6,1.3,3.8,0.0,0.0,0.0,0.0,images/Hot_Dogs/362.jpg
374,Hot_Dogs,"Water, Pea Protein Isolate, Sunflower Oil, Fruit Juice (Color), Vegetable Juice (Color), Methyl cellulose, Contains 2% or less of Natural Flavorings, Carrageenan, Konjac Gum, Smoke Flavoring, Autolyzed Yeast Extract, Garlic Powder, Natural Flavor, Salt, Yeast Extract.",82.0,130.0,9.0,1.0,0.0,,,0.0,270.0,4.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,1.0,images/Hot_Dogs/374.jpg
425,Hot_Dogs,"Water, wheat gluten, dextrose. Contains 2% or less of salt, brown sugar, methylcellulose, spices, yeast extract, maltodextrin, onion powder, pea protein, natural flavors, garlic powder, carrageenan, xanthan gum, sugar, paprika extract color, carrot concentrate for color, tomato lycopene extract for color, paprika color, yeast, radish concentrate for color.",40.0,60.0,0.5,0.0,0.0,0.0,0.0,0.0,370.0,5.0,0.0,2.0,2.0,9.0,0.0,10.0,0.5,30.0,
446,Hot_Dogs,"Beef, Water, Corn Syrup, Contains 2% Or Less: Salt, Potassium Lactate, Hydrolyzed Beef Stock, Sodium Phosphate, Flavorings, Sodium Diacetate, Sodium Erythorbate, Sodium Nitrite, Extractives of Paprika.",53.0,170.0,15.0,6.0,0.5,,,30.0,480.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,300.0,images/Hot_Dogs/446.jpg
456,Hot_Dogs,"Water, Wheat Gluten, Canola Oil, Methylcellulose, Salt, Potato Starch, Spices (including Mustard & Celery), Natural Flavor (non-meat), Cultured Sugar (to Support Quality), Dextrose, Casing (sodium Alginate, Konjac Gum, Guar Gum), Nutritional Yeast (inactive Yeast*, Thiamin B1, Riboflavin [b2], Niacin [b3], Pantothenic Acid [b5], Pyridoxine [b6], Folic Acid [b9], Cyanocobalamin [b12], Zinc Sulfate), Garlic, Bamboo Fiber, Carrageenan, Onion*, Paprika (for Color), Sugar, Yeast Extract, Soy Lecithin, Tomato*, Sunflower Oil, Vegetable Juice (for Color), Acerola Cherry*, Pea Fiber, Mushroom*, Oleoresin Paprika (for Color), Smoke Flavor, *dried",53.0,140.0,9.0,1.0,0.0,,,0.0,650.0,7.0,1.0,1.0,1.0,10.0,0.0,90.0,0.7,60.0,images/Hot_Dogs/456.jpg
475,Hot_Dogs,"Water, Wheat Gluten, Sunflower Oil, Coconut Oil, Natural Flavors, Salt, Methylcellulose, Spices, Cultured Dextrose, Yeast Extract, Dextrose, Garlic Powder, Dried Vinegar, Amino Acids (L-Lysine, L-Tryptophan), Cherry Powder (to promote color retention), Cultured Celery Powder, Soy Leghemoglobin, Natural Applewood Smoke Flavor, Vitamin E (Tocopherols), Xanthan Gum, Soy Protein Isolate",47.0,120.0,7.0,2.5,0.0,,,0.0,430.0,2.0,0.0,1.0,1.0,12.0,0.0,40.0,1.0,200.0,images/Hot_Dogs/475.jpg
486,Hot_Dogs,"Water, vegetable (carrot, onion), vegetable oil (coconut oil), sunflower seeds, carrageenan (red seaweed extract), methyl cellulose, dietary fibre (konjac root), salt, natural flavouring, spice extract, dextrose monohydrate, spices, lactic acid, yeast extract, colour (iron oxide), smoke.",100.0,128.0,9.0,7.7,0.0,,,0.0,1200.0,3.0,3.2,2.5,0.0,7.0,0.0,0.0,0.0,0.0,images/Hot_Dogs/486.jpg
496,Hot_Dogs,"Water, Soy Bean Oil, Pea Protein, Potato Starch, Contains less than 2% of: Methylcellulose, Carrageenan, Sea Salt, Brown Rice Protein, Faba Bean Protein, Garlic Powder, Beet Powder (Color), Cane Sugar, Natural Flavor, Wheat Gluten, Soy Protein Isolate, Cherry Powder (To Promote Color Retention), Konjac Flour, Potassium Chloride, Smoked Sugar, Onion Powder, Xanthan Gum, Spices (Black Pepper, Nutmeg), Paprika, Red Rice Flour, Natural Smoke Flavor.",56.0,150.0,10.0,1.5,0.0,,,0.0,350.0,8.0,1.0,1.0,1.0,6.0,0.0,20.0,1.4,220.0,images/Hot_Dogs/496.jpg
499,Hot_Dogs,"Water, Organic Pea Protein, Organic Canola Oil, Organic Spice Mix (Paprika, Nutmeg, Garlic, Pepper, Ginger, Dextrose), Natural Flavoring Sodium Alginate (Seaweed), Ascorbic Acid (Vitamin C), Organic Vinegar, Sea Salt, Organic Red Beet Concentrate.",40.0,300.0,27.5,3.0,0.0,,,0.0,1050.0,0.0,2.0,2.0,0.3,7.5,0.0,0.0,0.0,64.3,images/Hot_Dogs/499.jpg
536,Hot_Dogs,"Water, Soy Protein Isolate, Soybean Oil, Contains Less Than 2% Of: Tapioca Starch, Methylcellulose (from Plant Fiber), Brown Sugar, Salt, Natural Flavors, Natural Smoke Flavor, Xanthan Gum, Yeast Extract, Smoked Sugar, Guar Gum, Red Rice Flour (color), Oleoresin Paprika (color), Canola Oil, Wheat Gluten.",43.0,60.0,2.0,0.0,0.0,,,0.0,350.0,2.0,0.7,1.4,0.0,8.0,0.0,0.0,1.0,0.0,images/Hot_Dogs/536.jpg
212,Ice_Cream_Hard_Serve,"Cashew Milk (Filtered Water, Raw Cashews), Organic Cane Sugar, Coconut Cream, Organic Virgin Coconut Oil, Cocoa Butter, Salt, Vanilla Extract (Grain Alcohol, Vanilla Bean), Organic Carob Bean Gum, Vanilla Bean Contains: Tree Nuts (Cashew, Coconut)",140.0,400.0,26.0,16.0,0.0,0.0,0.0,0.0,320.0,39.0,1.0,34.0,33.0,4.0,,,,,
215,Ice_Cream_Hard_Serve,"Coconut Milk* (Water, Coconut*, Guar Gum*), Coconut Syrup*, Coconut Cream*, Vanilla Extract*, Vanilla Beans*.",116.0,250.0,20.0,18.0,0.0,0.0,0.0,0.0,55.0,17.0,1.0,13.0,12.0,1.0,,,,,images/Ice_Cream_Hard_Serve/215.jpg
220,Ice_Cream_Hard_Serve,"Water, Sugar, Corn Syrup Solids, Corn Oil, Non-GMO (Soy Protein, Tofu), Cocoa Butter, Vanilla and Other Natural Flavors, Guar, Locust Bean and Cellulose Gums, Salt, Vegetable Mono and Diglyccerides, Caramel Flavor, Anato Color",70.0,210.0,13.0,2.0,0.0,0.0,0.0,0.0,130.0,21.0,0.0,16.0,0.0,2.0,,,,,images/Ice_Cream_Hard_Serve/220.jpg
236,Ice_Cream_Hard_Serve,"Water, Sugar, Vegetable Fats (Coconut Oil, Sunflower Oil), Non-animal Whey Protein, Maltodextrin, Vegetable Fiber, Salt, Emulsifier (E471, E473), Stabilizer (E440, E405, E412, E466), Flavors.",100.0,171.0,8.1,5.8,0.0,0.0,0.0,0.0,252.0,21.4,1.7,16.2,15.7,,,,,,images/Ice_Cream_Hard_Serve/236.jpg
264,Ice_Cream_Hard_Serve,"Filtered Water, Organic Cane Sugar, Organic Coconut Oil, Organic Tapioca Syrup, Organic Sunflower Oil, Rice Starch, Pea Protein, Sea Salt, Guar Gum, Natural Flavor, Vanilla Bean Specks, Locust Bean Gum, Vanilla Extract, Annatto Extract (For Color).",102.0,200.0,11.0,7.0,0.0,0.0,0.0,0.0,70.0,25.0,0.0,20.0,20.0,,,,,,
279,Ice_Cream_Hard_Serve,"Cashewmilk (Filtered Water, Cashews), Sugar, Organic Fudge Sauce (Organic Cane Sugar, Water, Organic Cocoa [Processed With Alkali], Organic Tapioca Starch, Organic Chocolate Liquor), Organic Coconut Oil, Chocolate Flake (Cane Sugar, Organic Coconut Oil, Cocoa, Chocolate Liquor, Natural Vanilla Flavor), Organic Cocoa (processed With Alkali), Organic Tapioca Syrup, Pea Protein, Sea Salt, Locust Bean Gum, Guar Gum",116.0,250.0,15.0,12.7,0.0,0.0,0.0,0.0,120.0,30.0,,13.3,14.0,3.0,,,,,
297,Ice_Cream_Hard_Serve,"Water, Oat Milk (Water, Hydrolyzed Oats), Sugar, Coconut Oil, Corn Syrup, Soluble Corn Fiber, Less Than 2% Of: Soy Protein Isolate, Mono And Diglycerides, Natural Flavor, Cellulose Gum, Guar Gum, Polysorbate 80, Carob Bean Gum, Salt, Polysorbate 65, Soy Lecithin, Carrageenan, Annatto (For Color). Contains Soy.",79.0,130.0,5.0,4.5,0.0,0.0,0.0,0.0,30.0,21.0,2.0,16.0,15.0,,,,,,images/Ice_Cream_Hard_Serve/297.jpg
324,Ice_Cream_Hard_Serve,"Banana Puree, Water, Apple Puree Concentrate, Passionfruit Juice Concentrate, Hemp Protein Powder, Sunflower Butter, Turmeric, Acacia Tree Gum, Guar Bean Gum, Vitamin C and Citric Acid",99.0,111.0,3.0,11.5,0.0,0.0,0.0,0.0,5.1,16.2,1.9,14.0,23.9,5.1,,,,,images/Ice_Cream_Hard_Serve/324.jpg
332,Ice_Cream_Hard_Serve,"Water, Cane sugar, Cashews, Tapioca syrup, Cocoa, Dark chocolate (Cocoa mass, Sugar, Cocoa butter), Coconut oil, Guar gum, Sea salt, Vanilla extract",123.0,203.0,10.6,4.1,0.0,0.0,0.0,0.0,65.0,28.5,0.0,29.0,11.3,,,,,,images/Ice_Cream_Hard_Serve/332.jpg
333,Ice_Cream_Hard_Serve,"Cashewmilk (Filtered Water, Cashews), Cane Sugar, Organic Coconut Oil, Organic Tapioca Syrup, Pea Protein, Sea Salt, Guar Gum, Vanilla Extract, Natural Flavors, Locust Bean Gum.",104.0,190.0,9.0,5.0,0.0,0.0,0.0,0.0,130.0,26.0,,19.0,19.0,2.0,,,,,images/Ice_Cream_Hard_Serve/333.jpg
358,Ice_Cream_Hard_Serve,"Purified Water, Organic Cane Sugar, Allulose, Sugarcane Fiber, And/Or Vegetable Fiber, Faba Bean Protein Concentrate, Gum Blend (Acacia, Tara, Guar), Natural Flavors, Sea Salt, Monk Fruit Concentrate.",83.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,11.0,3.0,8.0,8.0,2.0,,,,,
366,Ice_Cream_Hard_Serve,"Almond Milk (Water, Almonds), Liquid Sugar (Sugar, Water), Corn Syrup, Coconut Oil, Sugar, Soybean Oil, Cocoa (Processed With Alkali), Coffee Extract, Rice Flour, Tapioca Starch, Pea Protein, Corn Starch, Buckwheat Flour, Water, Sunflower Seed Oil, Sunflower Lecithin, Oat Flour, Vanilla Extract, Brown Sugar, Salt, Chickpea Flour, Natural Flavors, Soy Lecithin, Baking Soda, Guar Gum, Locust Bean Gum, Sea Salt, Caramelized Sugar, Pectin",133.0,466.0,23.9,10.7,0.0,0.0,0.0,0.0,172.9,57.2,2.5,21.9,19.4,,,,,,images/Ice_Cream_Hard_Serve/366.jpg
391,Ice_Cream_Hard_Serve,"Water, Cane Sugar, Coconut Oil, Tapioca Syrup Solids, Pea Protein, Chicory Root Fiber, contains less than 1% of Processed Vanilla Bean, Vanilla Extract, Sea Salt, Sunflower Lecithin, Dipotassium Phosphate, Natural Flavors, Acacia Gum, Locust Bean Gum, Guar Gum",110.0,250.0,14.0,1.7,0.0,0.0,0.0,0.0,90.0,29.0,,24.8,14.5,2.0,,,,,
401,Ice_Cream_Hard_Serve,"Water, Cane Sugar, Low Erucic Acid Rapeseed Oil, Non-Dairy Frozen Dessert Blend (Food Starches- Modified, Fava Bean Protein, Tapioca Maltodextrin, Gum Arabic, Guar Gum, Gellan Gum), Tapioca Syrup, Natural Flavors, Salt, Vanilla Extract, Calcium Lactate, Calcium Gluconate, Vanilla Beans.",101.0,210.0,12.0,1.0,0.0,0.0,0.0,0.0,130.0,23.0,0.0,18.0,16.0,1.0,,,,,images/Ice_Cream_Hard_Serve/401.jpg
410,Ice_Cream_Hard_Serve,"Organic Coconut milk (Filtered Water, Organic Coconut), Pecans, Chicory Root Extract, Acacia Gum, Erythritol, Vegetable Glycerin, Pea Protein, Guar Gum, Sea Salt, Locust Bean Gum, Monk Fruit Extract, Natural Flavor",114.0,210.0,17.0,4.4,0.0,0.0,0.0,0.0,170.0,23.0,0.0,33.3,15.2,3.0,,,,,
411,Ice_Cream_Hard_Serve,"Oat Milk (Filtered Water, Gluten-Free Oats), Cane Sugar, Coconut Cream, Cocoa Butter, Organic Virgin Coconut Oil, Honeycomb (Cane Sugar, Organic Brown Rice Syrup Or Tapioca Syrup, Coconut Oil, Brown Sugar, Baking Soda, Salt), Cookie Dough (Wheat Flour, Dark Brown Sugar, Coconut Oil, Water, Sunflower Oil, Vanilla, Sea Salt), Cocoa Powder, Salt, Carob Bean Gum",140.0,279.0,15.0,1.5,0.0,0.0,0.0,0.0,157.0,35.0,0.0,23.4,13.3,1.0,,,,,
429,Ice_Cream_Hard_Serve,"Milk, Cream, Sugar, Skim Milk, High Fructose Corn Syrup, Natural and Artificial Vanilla Flavor, Cellulose Gum, Vegetable Gums (Guar, Carrageenan, Carob Bean), Salt, Annatto Color.",118.0,240.0,12.0,7.0,0.0,0.0,0.0,50.0,95.0,27.0,0.0,26.0,17.0,6.0,,,,,images/Ice_Cream_Hard_Serve/429.jpg
470,Ice_Cream_Hard_Serve,"Organic Coconut Milk, Water, Chicory Root Fiber, Organic Erythritol, Organic Inulin, Organic Cocoa Powder (Processed With Alkali), Organic Allulose, Guar Gum, Locust Bean Gum, Stevia",95.0,126.0,10.5,0.0,0.0,0.0,0.0,0.0,15.8,20.0,0.6,16.7,14.9,1.1,,,,,images/Ice_Cream_Hard_Serve/470.jpg
512,Ice_Cream_Hard_Serve,"Water, Apple Juice Concentrate, Peanut Butter (Dry Roasted Peanuts, Salt), Organic Hemp Protein, Chicory Root Fiber, Dutch Cocoa, Avocado Oil, Palm Oil*, Cassava Root Flour, Baking Soda, Natural Flavors, Sea Salt, Guar Bean Gum, and Monk Fruit Extract",130.0,192.0,10.0,11.2,0.0,0.0,0.0,0.0,207.7,22.3,2.2,21.6,28.0,8.5,,,,,images/Ice_Cream_Hard_Serve/512.jpg
515,Ice_Cream_Hard_Serve,"Oatmilk (Water, Oats), Refined Coconut Oil, Sugar, Dextrose, Dried Glucose Syrup, Low Erucic Acid Rapeseed Oil. Contains 2% Or Less Of: Mono- And Diglycerides Of Fatty Acids, Locust Bean Gum, Guar Gum, Vanilla Extract, Sea Salt, Ground Vanilla Beans.",100.0,210.0,13.0,8.0,0.0,0.0,0.0,0.0,40.0,25.0,1.0,19.0,19.0,1.0,,,,,images/Ice_Cream_Hard_Serve/515.jpg
537,Ice_Cream_Hard_Serve,"Organic Oat Milk (Water, Organic Hydrolyzed Oats), Mango, Cane Sugar, Organic Sunflower Oil, Orange Juice Concentrate, Organic Guar Gum, Salt, Natural Flavors",55.0,127.0,2.7,0.0,0.0,0.0,0.0,0.0,45.5,27.3,1.9,25.3,10.7,0.0,,,,,images/Ice_Cream_Hard_Serve/537.jpg
540,Ice_Cream_Hard_Serve,"Water, Organic Cassava Root Syrup, Avocado Oil, Organic Vanilla Extract, Sea Salt, Organic Guar Gum, Organic Gum Acacia, Vanilla Bean",100.0,220.0,13.0,2.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,14.0,14.0,0.0,,,,,
144,Meatballs,"Artichokes, Canola Oil, Cooked Quinoa (Water, Quinoa), Pea Protein, Brown Rice, Chickpeas, Onions, Brown Rice Flour, Tomato Paste, Potato Starch, Yeast Extract, Spices, Lemon Juice Concentrate, Salt, Mushroom Powder, Garlic Powder",85.0,230.0,16.0,7.4,0.0,,,0.0,350.0,15.0,3.4,0.0,3.2,8.0,0.0,0.0,2.0,399.0,images/Meatballs/144.jpg
165,Meatballs,"Water, Soy Protein Concentrate, Sunflower Oil, Coconut Oil, 2% or less of, Methylcellulose, Dried Onion, Dried Garlic, Soy Protein Isolate, Yeast Extract, Spices, Food Starch Modified, Natural Flavors, Cultured Dextrose, Salt, Dextrose, Soy Leghemoglobin, Citric Acid, Hydrolyzed Soy Protein, Vitamin E (Tocopherols), L-Tryptophan",85.0,210.0,14.0,3.5,0.0,,,0.0,440.0,9.0,2.0,0.0,0.0,12.0,0.0,100.0,2.2,380.0,images/Meatballs/165.jpg
207,Meatballs,Water Canola oiltextured Pea proteinwheat glutencoconut oilpea proteinvital Wheat glutenmethylcellulose Less Than 2% Of: Potato starchwheat flouryeast extractsaltmalt extractmalted barleywateronion powdergarlic powdernatural flavorsspicesthymeparsleyoreganococoa buttermushroom Juice concentratelactic Acid,112.0,310.0,22.0,7.0,0.0,,,0.0,590.0,6.0,1.0,1.0,0.0,21.0,0.0,90.0,3.1,140.0,images/Meatballs/207.jpg
227,Meatballs,"Water, Soy Protein Concentrate, Sunflower Oil, Coconut Oil, 2% Or Less Of: Dried Garlic, Dried Onion, Methylcellulose, Soy Protein Isolate, Natural Flavors, Yeast Extract, Spices, Wheat Flour, Cultured Dextrose, Salt, Potato Protein, Food Starch Modified, Soy Leghemoglobin, Hydrolyzed Soy Protein, Citric Acid, Mixed Tocopherols (Antioxidant), Vitamins and Minerals: Zinc Gluconate, Thiamine Hydrochloride (Vitamin B1), Niacin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin (Vitamin B2), Vitamin B12",85.0,200.0,12.0,5.1,0.0,,,0.0,400.0,11.0,4.2,1.1,0.0,12.0,0.0,0.0,1.4,589.9,images/Meatballs/227.jpg
233,Meatballs,"Hungry Planet Pork (Water, Textured Wheat Protein, Soy Protein Isolate, High Oleic Sunflower Oil, Natural Flavors, Modified Vegetable Gum), Tamari (Water, Soybeans, Salt, Alcohol [To Preserve Freshness]), Breadcrumbs (Wheat Flour, Sugar, Salt, Yeast, Sunflower Oil), Lemon Grass Puree (Lemon Grass, Water, Xanthan Gum, Citric Acid), Chili Paste (Tomatoes, Jalapenos, Rice Vinegar, Canola and Olive Oil Blend, Garlic, Onions, Spice, Salt, Sugar) Ginger, Cilantro, Sugar, Garlic ",113.0,150.0,4.0,2.4,0.0,,,0.0,650.0,12.0,3.9,0.0,0.0,17.0,0.0,0.0,1.9,237.3,images/Meatballs/233.jpg
383,Meatballs,"chicken, water, pork, beef, textured soy flour, dextrose, soy protein concentrate, bread crumbs (wheat flour, salt), less than 2% of: parmesan cheese (part skim cow's milk, cheese cultures, salt, enzymes), spices, dehydrated garlic, onion powder, natural flavors, salt, sodium phosphate",85.0,200.0,13.0,4.5,0.0,,,60.0,580.0,7.0,2.0,3.0,3.0,14.0,0.1,90.0,1.8,210.0,images/Meatballs/383.jpg
385,Meatballs,"Water, Soy Protein Concentrate, Canola Oil, Soy Protein Isolate, Dried Onions, Tapioca Starch, Methylcellulose (From Plant Fiber), Spices, Contains 1% Or Less Of Salt, Apple Fiber (Color), Vinegar, Dried Garlic, Yeast Extract, Citrus Fiber, Dried Bell Peppers, Lactic Acid, Paprika (Color), Red Rice Flour (Color), Beet Powder (Color), Natural Flavor",76.0,150.0,6.0,4.6,0.0,,,0.0,520.0,10.0,3.1,0.0,0.0,14.0,0.0,0.0,3.0,0.0,images/Meatballs/385.jpg
397,Meatballs,"Rehydrated SOY protein 79%, sunflower oil, natural flavors, salt, coloring: plain caramel, concentrated radish juice, acidity regulator: potassium acetates, preservative: vegan lactic acid.",100.0,225.0,16.5,1.7,0.0,,,0.0,1700.0,2.0,4.0,1.2,0.0,15.0,0.0,0.0,0.0,0.0,images/Meatballs/397.jpg
433,Meatballs,"Water, pea protein*, expeller-pressed canola oil, refined coconut oil, natural flavors, rice protein, yeast, methylcellulose, potato starch, spices, salt, potassium chloride, apple extract, garlic powder, vinegar, lemon juice concentrate, onion powder, pomegranate extract, sunflower lecithin, beet powder (for color), carrot.",121.0,290.0,21.0,7.0,0.0,,,0.0,500.0,9.0,3.0,0.0,0.0,19.0,0.0,110.0,4.9,460.0,images/Meatballs/433.jpg
440,Meatballs,"Rehydrated pea and wheat protein (water, pea 17%, wheat 4%), water, sunflower oil, pea fibre 2.6%, natural flavourings, stabiliser: methylcellulose, potato starch, maltodextrin, concentrate (radish, carrot), concentrated beet juice, caramelised sugar syrup, malt extract, acerola juice, vitamin B12.",100.0,222.0,14.0,3.2,0.0,,,0.0,1200.0,6.1,4.0,0.95,0.0,16.0,0.0,0.0,2.7,0.0,images/Meatballs/440.jpg
479,Meatballs,"Water, Textured Soy Protein Concentrate, Canola Oil, Vital Wheat Gluten, Soy Protein Isolate, Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), 2% Or Less Of: Methylcellulose, Yeast Extract, Onion Powder, Salt, Barley Malt Extract, Spices, Garlic Powder, Sugar, Fennel, Natural Flavors, Crushed Red Pepper, Yeast",90.0,160.0,7.0,6.8,0.0,,,0.0,370.0,9.0,3.4,0.7,0.0,15.0,0.0,0.0,1.9,113.3,images/Meatballs/479.jpg
